id,title,context,question,answers
56ce1d0caab44d1400b8845e,Sino-Tibetan_relations_during_the_Ming_dynasty,"Elliot Sperling, a specialist of Indian studies and the director of the Tibetan Studies program at Indiana University’s Department of Central Eurasia Studies, writes that ""the idea that Tibet became part of China in the 13th century is a very recent construction."" He writes that Chinese writers of the early 20th century were of the view that Tibet was not annexed by China until the Manchu Qing dynasty invasion during the 18th century. He also states that Chinese writers of the early 20th century described Tibet as a feudal dependency of China, not an integral part of it. Sperling states that this is because ""Tibet was ruled as such, within the empires of the Mongols and the Manchus"" and also that ""China's intervening Ming dynasty ... had no control over Tibet."" He writes that the Ming relationship with Tibet is problematic for China’s insistence of its unbroken sovereignty over Tibet since the 13th century. As for the Tibetan view that Tibet was never subject to the rule of the Yuan or Qing emperors of China, Sperling also discounts this by stating that Tibet was ""subject to rules, laws and decisions made by the Yuan and Qing rulers"" and that even Tibetans described themselves as subjects of these emperors.",Who said Tibet  wasn't an integral part of of China?,"{'text': ['Chinese writers of the early 20th century'], 'answer_start': [280]}"
56cdd63a62d2951400fa68d9,2008_Sichuan_earthquake,"Office buildings in Shanghai's financial district, including the Jin Mao Tower and the Hong Kong New World Tower, were evacuated. A receptionist at the Tibet Hotel in Chengdu said things were ""calm"" after the hotel evacuated its guests. Meanwhile, workers at a Ford plant in Sichuan were evacuated for about 10 minutes. Chengdu Shuangliu International Airport was shut down, and the control tower and regional radar control evacuated. One SilkAir flight was diverted and landed in Kunming as a result. Cathay Pacific delayed both legs of its quadruple daily Hong Kong to London route due to this disruption in air traffic services. Chengdu Shuangliu Airport reopened later on the evening of May 12, offering limited service as the airport began to be used as a staging area for relief operations.",Which airport was shut down?,"{'text': ['Chengdu Shuangliu International Airport'], 'answer_start': [320]}"
56ce34c7aab44d1400b88598,New_York_City,"A Spanish expedition led by captain Estêvão Gomes, a Portuguese sailing for Emperor Charles V, arrived in New York Harbor in January 1525 aboard the purpose-built caravel ""La Anunciada"" and charted the mouth of the Hudson River, which he named Rio de San Antonio. Heavy ice kept him from further exploration, and he returned to Spain in August. The first scientific map to show the North American East coast continuously, the 1527 world map known as the Padrón Real, was informed by Gomes' expedition, and labeled the Northeast as Tierra de Esteban Gómez in his honor.",What was the name of Estêvão Gomes's ship?,"{'text': ['La Anunciada'], 'answer_start': [172]}"
56cc83056d243a140015efd8,IPod,"Some independent stereo manufacturers including JVC, Pioneer, Kenwood, Alpine, Sony, and Harman Kardon also have iPod-specific integration solutions. Alternative connection methods include adapter kits (that use the cassette deck or the CD changer port), audio input jacks, and FM transmitters such as the iTrip—although personal FM transmitters are illegal in some countries. Many car manufacturers have added audio input jacks as standard.",What companies have developed iPod interfacing for their stereo systems?,"{'text': ['JVC, Pioneer, Kenwood, Alpine, Sony, and Harman Kardon'], 'answer_start': [48]}"
56d315d159d6e41400146225,Frédéric_Chopin,"Back in Warsaw that year, Chopin heard Niccolò Paganini play the violin, and composed a set of variations, Souvenir de Paganini. It may have been this experience which encouraged him to commence writing his first Études, (1829–32), exploring the capacities of his own instrument. On 11 August, three weeks after completing his studies at the Warsaw Conservatory, he made his debut in Vienna. He gave two piano concerts and received many favourable reviews—in addition to some commenting (in Chopin's own words) that he was ""too delicate for those accustomed to the piano-bashing of local artists"". In one of these concerts, he premiered his Variations on Là ci darem la mano, Op. 2 (variations on an aria from Mozart's opera Don Giovanni) for piano and orchestra. He returned to Warsaw in September 1829, where he premiered his Piano Concerto No. 2 in F minor, Op. 21 on 17 March 1830.",How many weeks after completing school was it before Chopin made his public debut?,"{'text': ['three'], 'answer_start': [294]}"
56cf4a71aab44d1400b88f5e,Spectre_(2015_film),"Following filming in Mexico, and during a scheduled break, Craig was flown to New York to undergo minor surgery to fix his knee injury. It was reported that filming was not affected and he had returned to filming at Pinewood Studios as planned on 22 April.",In what city did Daniel Craig have minor surgery to repair his knee?,"{'text': ['New York'], 'answer_start': [78]}"
56cf566aaab44d1400b89043,New_York_City,"The biotechnology sector is also growing in New York City, based upon the city's strength in academic scientific research and public and commercial financial support. On December 19, 2011, then Mayor Michael R. Bloomberg announced his choice of Cornell University and Technion-Israel Institute of Technology to build a US$2 billion graduate school of applied sciences called Cornell Tech on Roosevelt Island with the goal of transforming New York City into the world's premier technology capital. By mid-2014, Accelerator, a biotech investment firm, had raised more than US$30 million from investors, including Eli Lilly and Company, Pfizer, and Johnson & Johnson, for initial funding to create biotechnology startups at the Alexandria Center for Life Science, which encompasses more than 700,000 square feet (65,000 m2) on East 29th Street and promotes collaboration among scientists and entrepreneurs at the center and with nearby academic, medical, and research institutions. The New York City Economic Development Corporation's Early Stage Life Sciences Funding Initiative and venture capital partners, including Celgene, General Electric Ventures, and Eli Lilly, committed a minimum of US$100 million to help launch 15 to 20 ventures in life sciences and biotechnology.",What is the cost to build Cornell Tech?,"{'text': ['US$2 billion'], 'answer_start': [319]}"
56cfdc71234ae51400d9bf88,New_York_City,"The Stonewall riots were a series of spontaneous, violent demonstrations by members of the gay community against a police raid that took place in the early morning hours of June 28, 1969, at the Stonewall Inn in the Greenwich Village neighborhood of Lower Manhattan. They are widely considered to constitute the single most important event leading to the gay liberation movement and the modern fight for LGBT rights in the United States.",Where did the Stonewall riots happen?,"{'text': ['Stonewall Inn in the Greenwich Village neighborhood of Lower Manhattan'], 'answer_start': [195]}"
56cc3ad16d243a140015eed8,Sino-Tibetan_relations_during_the_Ming_dynasty,"During the Five Dynasties and Ten Kingdoms period of China (907–960), while the fractured political realm of China saw no threat in a Tibet which was in just as much political disarray, there was little in the way of Sino-Tibetan relations. Few documents involving Sino-Tibetan contacts survive from the Song dynasty (960–1279). The Song were far more concerned with countering northern enemy states of the Khitan-ruled Liao dynasty (907–1125) and Jurchen-ruled Jin dynasty (1115–1234).",When did the Five Dynasties and Ten Kingdoms period of China take place?,"{'text': ['907–960'], 'answer_start': [60]}"
56bfb502a10cfb140055125e,Beyoncé,"Forbes magazine began reporting on Beyoncé's earnings in 2008, calculating that the $80 million earned between June 2007 to June 2008, for her music, tour, films and clothing line made her the world's best-paid music personality at the time, above Madonna and Celine Dion. They placed her fourth on the Celebrity 100 list in 2009 and ninth on the ""Most Powerful Women in the World"" list in 2010. The following year, Forbes placed her eighth on the ""Best-Paid Celebrities Under 30"" list, having earned $35 million in the past year for her clothing line and endorsement deals. In 2012, Forbes placed Beyoncé at number 16 on the Celebrity 100 list, twelve places lower than three years ago yet still having earned $40 million in the past year for her album 4, clothing line and endorsement deals. In the same year, Beyoncé and Jay Z placed at number one on the ""World's Highest-Paid Celebrity Couples"", for collectively earning $78 million. The couple made it into the previous year's Guinness World Records as the ""highest-earning power couple"" for collectively earning $122 million in 2009. For the years 2009 to 2011, Beyoncé earned an average of $70 million per year, and earned $40 million in 2012. In 2013, Beyoncé's endorsements of Pepsi and H&M made her and Jay Z the world's first billion dollar couple in the music industry. That year, Beyoncé was published as the fourth most-powerful celebrity in the Forbes rankings. MTV estimated that by the end of 2014, Beyoncé would become the highest-paid black musician in history; she succeeded to do so in April 2014. In June 2014, Beyoncé ranked at #1 on the Forbes Celebrity 100 list, earning an estimated $115 million throughout June 2013 – June 2014. This in turn was the first time she had topped the Celebrity 100 list as well as being her highest yearly earnings to date. As of May 2015, her net worth is estimated to be $250 million.",How much did she earn in 2014?,"{'text': ['115 million'], 'answer_start': [1660]}"
56d4f5d32ccc5a1400d83382,Beyoncé,"In October 2014, it was announced that Beyoncé with her management company Parkwood Entertainment would be partnering with London-based fashion retailer Topshop, in a new 50/50 split subsidiary business named Parkwood Topshop Athletic Ltd. The new division was created for Topshop to break into the activewear market, with an athletic, street wear brand being produced. ""Creating a partnership with Beyoncé, one of the most hard-working and talented people in the world, who spends many hours of her life dancing, rehearsing and training is a unique opportunity to develop this category"" stated Sir Philip Green on the partnership. The company and collection is set to launch and hit stores in the fall of 2015.",Where is Topshop located?,"{'text': ['London'], 'answer_start': [123]}"
56cfbc57234ae51400d9bf31,New_York_City,"In the 19th century, the city was transformed by development relating to its status as a trading center, as well as by European immigration. The city adopted the Commissioners' Plan of 1811, which expanded the city street grid to encompass all of Manhattan. The 1825 completion of the Erie Canal through central New York connected the Atlantic port to the agricultural markets and commodities of the North American interior via the Hudson River and the Great Lakes. Local politics became dominated by Tammany Hall, a political machine supported by Irish and German immigrants.",The Erie Canal was finished being built in what year?,"{'text': ['1825'], 'answer_start': [262]}"
573404abd058e614000b67ca,Genocide,"Because the universal acceptance of international laws which in 1948 defined and forbade genocide with the promulgation of the Convention on the Prevention and Punishment of the Crime of Genocide (CPPCG), those criminals who were prosecuted after the war in international courts for taking part in the Holocaust were found guilty of crimes against humanity and other more specific crimes like murder. Nevertheless, the Holocaust is universally recognized to have been a genocide and the term, that had been coined the year before by Raphael Lemkin, appeared in the indictment of the 24 Nazi leaders, Count 3, which stated that all the defendants had ""conducted deliberate and systematic genocide—namely, the extermination of racial and national groups...""",Perpetrators who were tried after World War II were in general found guilty of crimes against what?,"{'text': ['humanity'], 'answer_start': [348]}"
56d516439d1b871400ae0615,2008_Sichuan_earthquake,"The Longmen Shan Fault System is situated in the eastern border of the Tibetan Plateau and contains several faults. This earthquake ruptured at least two imbricate structures in Longmen Shan Fault System, i.e. the Beichuan Fault and the Guanxian–Anxian Fault. In the epicentral area, the average slip in Beichuan Fault was about 3.5 metres (11 ft) vertical, 3.5 metres (11 ft) horizontal-parallel to the fault, and 4.8 metres (16 ft) horizontal-perpendicular to the fault. In the area about 30 kilometres (19 mi) northeast of the epicenter, the surface slip on Beichuan Fault was almost purely dextral strike-slip up to about 3 metres (9.8 ft), while the average slip in Guanxian–Anxian Fault was about 2 metres (6 ft 7 in) vertical and 2.3 metres (7 ft 7 in) horizontal.",What was the horizontal slippage perpendicular to the fault?,"{'text': ['4.8 metres'], 'answer_start': [415]}"
5733a6424776f41900660f52,University_of_Notre_Dame,"The College of Engineering was established in 1920, however, early courses in civil and mechanical engineering were a part of the College of Science since the 1870s. Today the college, housed in the Fitzpatrick, Cushing, and Stinson-Remick Halls of Engineering, includes five departments of study – aerospace and mechanical engineering, chemical and biomolecular engineering, civil engineering and geological sciences, computer science and engineering, and electrical engineering – with eight B.S. degrees offered. Additionally, the college offers five-year dual degree programs with the Colleges of Arts and Letters and of Business awarding additional B.A. and Master of Business Administration (MBA) degrees, respectively.",The College of Science began to offer civil engineering courses beginning at what time at Notre Dame?,"{'text': ['the 1870s'], 'answer_start': [155]}"
5734173b4776f41900661852,Montana,"East of the divide the Missouri River, which is formed by the confluence of the Jefferson, Madison and Gallatin rivers near Three Forks, flows due north through the west-central part of the state to Great Falls. From this point, it then flows generally east through fairly flat agricultural land and the Missouri Breaks to Fort Peck reservoir. The stretch of river between Fort Benton and the Fred Robinson Bridge at the western boundary of Fort Peck Reservoir was designated a National Wild and Scenic River in 1976. The Missouri enters North Dakota near Fort Union, having drained more than half the land area of Montana (82,000 square miles (210,000 km2)). Nearly one-third of the Missouri River in Montana lies behind 10 dams: Toston, Canyon Ferry, Hauser, Holter, Black Eagle, Rainbow, Cochrane, Ryan, Morony, and Fort Peck.",Which year was the Fort Peck Reservoir designated a National Scenic River?,"{'text': ['1976'], 'answer_start': [512]}"
56cdce0b62d2951400fa685b,2008_Sichuan_earthquake,"Malaysia-based Yazhou Zhoukan conducted an interview with former researcher at the China Seismological Bureau Geng Qingguo (耿庆国), in which Geng claimed that a confidential written report was sent to the State Seismological Bureau on April 30, 2008, warning about the possible occurrence of a significant earthquake in Ngawa Prefecture region of Sichuan around May 8, with a range of 10 days before or after the quake. Geng, while acknowledging that earthquake prediction was broadly considered problematic by the scientific community, believed that ""the bigger the earthquake, the easier it is to predict."" Geng had long attempted to establish a correlation between the occurrence of droughts and earthquakes; Premier Zhou Enlai reportedly took an interest in Geng's work. Geng's drought-earthquake correlation theory was first released in 1972, and said to have successfully predicted the 1975 Haicheng and 1976 Tangshan earthquakes. The same Yazhou Zhoukan article pointed out the inherent difficulties associated with predicting earthquakes. In response, an official with the Seismological Bureau stated that ""earthquake prediction is widely acknowledged around the world to be difficult from a scientific standpoint."" The official also denied that the Seismological Bureau had received reports predicting the earthquake.",When was Geng's drought-earthquake correlation theory released?,"{'text': ['1972'], 'answer_start': [840]}"
56cef300aab44d1400b88cff,New_York_City,"The Occupy Wall Street protests in Zuccotti Park in the Financial District of Lower Manhattan began on September 17, 2011, receiving global attention and spawning the Occupy movement against social and economic inequality worldwide.",On what date did the Occupy Wall Street protests commence?,"{'text': ['September 17, 2011'], 'answer_start': [103]}"
56d3977059d6e414001467d5,To_Kill_a_Mockingbird,"The 50th anniversary of the novel's release was met with celebrations and reflections on its impact. Eric Zorn of the Chicago Tribune praises Lee's ""rich use of language"" but writes that the central lesson is that ""courage isn't always flashy, isn't always enough, but is always in style"". Jane Sullivan in the Sydney Morning Herald agrees, stating that the book ""still rouses fresh and horrified indignation"" as it examines morality, a topic that has recently become unfashionable. Chimamanda Ngozi Adichie writing in The Guardian states that Lee, rare among American novelists, writes with ""a fiercely progressive ink, in which there is nothing inevitable about racism and its very foundation is open to question"", comparing her to William Faulkner, who wrote about racism as an inevitability. Literary critic Rosemary Goring in Scotland's The Herald notes the connections between Lee and Jane Austen, stating the book's central theme, that ""one’s moral convictions are worth fighting for, even at the risk of being reviled"" is eloquently discussed.",Chimamanda Ngozi Adichie vompared Lee to whom?,"{'text': ['William Faulkner'], 'answer_start': [734]}"
56cf34c5aab44d1400b88e4c,New_York_City,"Throughout its history, the city has been a major port of entry for immigrants into the United States; more than 12 million European immigrants were received at Ellis Island between 1892 and 1924. The term ""melting pot"" was first coined to describe densely populated immigrant neighborhoods on the Lower East Side. By 1900, Germans constituted the largest immigrant group, followed by the Irish, Jews, and Italians. In 1940, whites represented 92% of the city's population.",What percentage of the population was Caucasian in 1940?,"{'text': ['92%'], 'answer_start': [444]}"
56ce4d2baab44d1400b8868f,Sino-Tibetan_relations_during_the_Ming_dynasty,"Soon after the victory in Ü-Tsang, Güshi Khan organized a welcoming ceremony for Lozang Gyatso once he arrived a day's ride from Shigatse, presenting his conquest of Tibet as a gift to the Dalai Lama. In a second ceremony held within the main hall of the Shigatse fortress, Güshi Khan enthroned the Dalai Lama as the ruler of Tibet, but conferred the actual governing authority to the regent Sonam Chöpel. Although Güshi Khan had granted the Dalai Lama ""supreme authority"" as Goldstein writes, the title of 'King of Tibet' was conferred upon Güshi Khan, spending his summers in pastures north of Lhasa and occupying Lhasa each winter. Van Praag writes that at this point Güshi Khan maintained control over the armed forces, but accepted his inferior status towards the Dalai Lama. Rawski writes that the Dalai Lama shared power with his regent and Güshi Khan during his early secular and religious reign. However, Rawski states that he eventually ""expanded his own authority by presenting himself as Avalokiteśvara through the performance of rituals,"" by building the Potala Palace and other structures on traditional religious sites, and by emphasizing lineage reincarnation through written biographies. Goldstein states that the government of Güshi Khan and the Dalai Lama persecuted the Karma Kagyu sect, confiscated their wealth and property, and even converted their monasteries into Gelug monasteries. Rawski writes that this Mongol patronage allowed the Gelugpas to dominate the rival religious sects in Tibet.",What did Güshi Khan present as a gift to the Dalai Lama?,"{'text': ['his conquest of Tibet'], 'answer_start': [150]}"
56d5db271c85041400946e40,2008_Sichuan_earthquake,"Many rescue teams, including that of the Taipei Fire Department from Taiwan, were reported ready to join the rescue effort in Sichuan as early as Wednesday. However, the Red Cross Society of China said that (on May 13) ""it was inconvenient currently due to the traffic problem to the hardest hit areas closest to the epicenter."" The Red Cross Society of China also stated that the disaster areas need tents, medical supplies, drinking water and food; however it recommended donating cash instead of other items, as it had not been possible to reach roads that were completely damaged or places that were blocked off by landslides. Landslides continuously threatened the progress of a search and rescue group of 80 men, each carrying about 40 kg of relief supplies, from a motorized infantry brigade under commander Yang Wenyao, as they tried to reach the ethnically Tibetan village of Sier at a height of 4000 m above sea level in Pingwu county. The extreme terrain conditions precluded the use of helicopter evacuation, and over 300 of the Tibetan villagers were stranded in their demolished village for five days without food and water before the rescue group finally arrived to help the injured and stranded villagers down the mountain.",What was the reason that many rescue teams could not join the relief efforts?,"{'text': ['the traffic problem'], 'answer_start': [257]}"
56cedc8eaab44d1400b88b23,New_York_City,"On August 24, 1673, Dutch captain Anthonio Colve took over the colony of New York from England and rechristened it ""New Orange"" to honor the Prince of Orange, King William III. However, facing defeat from the British and French, who had teamed up to destroy Dutch trading routes, the Dutch returned the island to England in 1674.",What was the regnal name of the Prince of Orange?,"{'text': ['William III'], 'answer_start': [164]}"
56cdf49362d2951400fa69c4,Spectre_(2015_film),"With filming completed in Rome, production moved to Mexico City in late March to shoot the film's opening sequence, with scenes to include the Day of the Dead festival filmed in and around the Zócalo and the Centro Histórico district. The planned scenes required the city square to be closed for filming a sequence involving a fight aboard a Messerschmitt-Bölkow-Blohm Bo 105 helicopter flown by stunt pilot Chuck Aaron, which called for modifications to be made to several buildings to prevent damage. This particular scene in Mexico required 1,500 extras, 10 giant skeletons and 250,000 paper flowers. Reports in the Mexican media added that the film's second unit would move to Palenque in the state of Chiapas, to film aerial manoeuvres considered too dangerous to shoot in an urban area.",Where were the scenes featuring planes shot?,"{'text': ['Palenque'], 'answer_start': [681]}"
56cffc2b234ae51400d9c1ff,Frédéric_Chopin,"Jones comments that ""Chopin's unique position as a composer, despite the fact that virtually everything he wrote was for the piano, has rarely been questioned."" He also notes that Chopin was fortunate to arrive in Paris in 1831—""the artistic environment, the publishers who were willing to print his music, the wealthy and aristocratic who paid what Chopin asked for their lessons""—and these factors, as well as his musical genius, also fuelled his contemporary and later reputation. While his illness and his love-affairs conform to some of the stereotypes of romanticism, the rarity of his public recitals (as opposed to performances at fashionable Paris soirées) led Arthur Hutchings to suggest that ""his lack of Byronic flamboyance [and] his aristocratic reclusiveness make him exceptional"" among his romantic contemporaries, such as Liszt and Henri Herz.",Arthur Hutchings stated that Chopin's lack of what made him special?,"{'text': ['Byronic flamboyance'], 'answer_start': [716]}"
56cec2a1aab44d1400b889e4,2008_Sichuan_earthquake,"On May 16 China stated it had also received $457 million in donated money and goods for rescue efforts so far, including $83 million from 19 countries and four international organizations. Saudi Arabia was the largest aid donor to China, providing close to €40,000,000 in financial assistance, and an additional €8,000,000 worth of relief materials.",What country was the largest aid donor to China?,"{'text': ['Saudi Arabia'], 'answer_start': [189]}"
56cfedcd234ae51400d9c0e5,New_York_City,"The New York metropolitan area is home to a self-identifying gay and bisexual community estimated at 568,903 individuals, the largest in the United States and one of the world's largest. Same-sex marriages in New York were legalized on June 24, 2011 and were authorized to take place beginning 30 days thereafter.",How many people identify as gay or bisexual in NYC?,"{'text': ['568,903'], 'answer_start': [101]}"
56cffa2a234ae51400d9c1d1,Frédéric_Chopin,"With his mazurkas and polonaises, Chopin has been credited with introducing to music a new sense of nationalism. Schumann, in his 1836 review of the piano concertos, highlighted the composer's strong feelings for his native Poland, writing that ""Now that the Poles are in deep mourning [after the failure of the November 1830 rising], their appeal to us artists is even stronger ... If the mighty autocrat in the north [i.e. Nicholas I of Russia] could know that in Chopin's works, in the simple strains of his mazurkas, there lurks a dangerous enemy, he would place a ban on his music. Chopin's works are cannon buried in flowers!"" The biography of Chopin published in 1863 under the name of Franz Liszt (but probably written by Carolyne zu Sayn-Wittgenstein) claims that Chopin ""must be ranked first among the first musicians ... individualizing in themselves the poetic sense of an entire nation.""",In his review Schumann made note of Chopin's emotions for what?,"{'text': ['Poland'], 'answer_start': [224]}"
56cf5a5aaab44d1400b890de,Frédéric_Chopin,"In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.",Chopin was indirectly related to what?,"{'text': ['political insurrection'], 'answer_start': [188]}"
56cec6e9aab44d1400b88a2d,2008_Sichuan_earthquake,"Many rescue teams, including that of the Taipei Fire Department from Taiwan, were reported ready to join the rescue effort in Sichuan as early as Wednesday. However, the Red Cross Society of China said that (on May 13) ""it was inconvenient currently due to the traffic problem to the hardest hit areas closest to the epicenter."" The Red Cross Society of China also stated that the disaster areas need tents, medical supplies, drinking water and food; however it recommended donating cash instead of other items, as it had not been possible to reach roads that were completely damaged or places that were blocked off by landslides. Landslides continuously threatened the progress of a search and rescue group of 80 men, each carrying about 40 kg of relief supplies, from a motorized infantry brigade under commander Yang Wenyao, as they tried to reach the ethnically Tibetan village of Sier at a height of 4000 m above sea level in Pingwu county. The extreme terrain conditions precluded the use of helicopter evacuation, and over 300 of the Tibetan villagers were stranded in their demolished village for five days without food and water before the rescue group finally arrived to help the injured and stranded villagers down the mountain.",How many Tibetan villagers were stranded?,"{'text': ['over 300'], 'answer_start': [1025]}"
56d4e5022ccc5a1400d832fc,Beyoncé,"Beyoncé has been described as a having a wide-ranging sex appeal, with music journalist Touré writing that since the release of Dangerously in Love, she has ""become a crossover sex symbol"". Offstage Beyoncé says that while she likes to dress sexily, her onstage dress ""is absolutely for the stage."" Due to her curves and the term's catchiness, in the 2000s, the media often used the term ""Bootylicious"" (a portmanteau of the words booty and delicious) to describe Beyoncé, the term popularized by Destiny's Child's single of the same name. In 2006, it was added to the Oxford English Dictionary.",In what year was the slang term from a title of a Destiny's Child song that is also used to describe Beyoncé put in the dictionary?,"{'text': ['2006'], 'answer_start': [543]}"
56cd8f8962d2951400fa6716,Sino-Tibetan_relations_during_the_Ming_dynasty,"Patricia Ebrey writes that Tibet, like Joseon Korea and other neighboring states to the Ming, settled for its tributary status while there were no troops or governors of Ming China stationed in its territory. Laird writes that ""after the Mongol troops left Tibet, no Ming troops replaced them."" Wang and Nyima state that, despite the fact that the Ming refrained from sending troops to subdue Tibet and refrained from garrisoning Ming troops there, these measures were unnecessary so long as the Ming court upheld close ties with Tibetan vassals and their forces. However, there were instances in the 14th century when the Hongwu Emperor did use military force to quell unrest in Tibet. John D. Langlois writes that there was unrest in Tibet and western Sichuan, which the Marquis Mu Ying (沐英) was commissioned to quell in November 1378 after he established a Taozhou garrison in Gansu. Langlois notes that by October 1379, Mu Ying had allegedly captured 30,000 Tibetan prisoners and 200,000 domesticated animals. Yet invasion went both ways; the Ming general Qu Neng, under the command of Lan Yu, was ordered to repel a Tibetan assault into Sichuan in 1390.",When did the Hongwu Emperor use military force in Tibet?,"{'text': ['the 14th century'], 'answer_start': [597]}"
56cff49a234ae51400d9c161,Frédéric_Chopin,"The preludes, many of which are very brief (some consisting of simple statements and developments of a single theme or figure), were described by Schumann as ""the beginnings of studies"". Inspired by J.S. Bach's The Well-Tempered Clavier, Chopin's preludes move up the circle of fifths (rather than Bach's chromatic scale sequence) to create a prelude in each major and minor tonality. The preludes were perhaps not intended to be played as a group, and may even have been used by him and later pianists as generic preludes to others of his pieces, or even to music by other composers, as Kenneth Hamilton suggests: he has noted a recording by Ferruccio Busoni of 1922, in which the Prelude Op. 28 No. 7 is followed by the Étude Op. 10 No. 5.",What piece of Bach's did Chopin take inspiration for his preludes?,"{'text': ['The Well-Tempered Clavier'], 'answer_start': [211]}"
56d3740c59d6e41400146423,Frédéric_Chopin,"In late summer he was invited by Jane Stirling to visit Scotland, where he stayed at Calder House near Edinburgh and at Johnstone Castle in Renfrewshire, both owned by members of Stirling's family. She clearly had a notion of going beyond mere friendship, and Chopin was obliged to make it clear to her that this could not be so. He wrote at this time to Grzymała ""My Scottish ladies are kind, but such bores"", and responding to a rumour about his involvement, answered that he was ""closer to the grave than the nuptial bed."" He gave a public concert in Glasgow on 27 September, and another in Edinburgh, at the Hopetoun Rooms on Queen Street (now Erskine House) on 4 October. In late October 1848, while staying at 10 Warriston Crescent in Edinburgh with the Polish physician Adam Łyszczyński, he wrote out his last will and testament—""a kind of disposition to be made of my stuff in the future, if I should drop dead somewhere"", he wrote to Grzymała.",Where was Chopin invited to in late summer?,"{'text': ['Scotland'], 'answer_start': [56]}"
56d381b459d6e41400146591,Frédéric_Chopin,"At the end of November, Chopin returned to Paris. He passed the winter in unremitting illness, but gave occasional lessons and was visited by friends, including Delacroix and Franchomme. Occasionally he played, or accompanied the singing of Delfina Potocka, for his friends. During the summer of 1849, his friends found him an apartment in Chaillot, out of the centre of the city, for which the rent was secretly subsidised by an admirer, Princess Obreskoff. Here in June 1849 he was visited by Jenny Lind.",When did Chopin return to Paris?,"{'text': ['November'], 'answer_start': [14]}"
56ce43ebaab44d1400b88634,Sino-Tibetan_relations_during_the_Ming_dynasty,"Of the third Dalai Lama, China Daily states that the ""Ming dynasty showed him special favor by allowing him to pay tribute."" China Daily then says that Sonam Gyatso was granted the title Dorjichang or Vajradhara Dalai Lama in 1587 [sic!], but China Daily does not mention who granted him the title. Without mentioning the role of the Mongols, China Daily states that it was the successive Qing dynasty which established the title of Dalai Lama and his power in Tibet: ""In 1653, the Qing emperor granted an honorific title to the fifth Dalai Lama and then did the same for the fifth Panchen Lama in 1713, officially establishing the titles of the Dalai Lama and the Panchen Erdeni, and their political and religious status in Tibet.""",What title was Sonam Gyatso granted in 1587?,"{'text': ['the title Dorjichang or Vajradhara Dalai Lama'], 'answer_start': [177]}"
56be9add3aeaaa14008c9152,Beyoncé,"Her fourth studio album 4 was released on June 28, 2011 in the US. 4 sold 310,000 copies in its first week and debuted atop the Billboard 200 chart, giving Beyoncé her fourth consecutive number-one album in the US. The album was preceded by two of its singles ""Run the World (Girls)"" and ""Best Thing I Never Had"", which both attained moderate success. The fourth single ""Love on Top"" was a commercial success in the US. 4 also produced four other singles; ""Party"", ""Countdown"", ""I Care"" and ""End of Time"". ""Eat, Play, Love"", a cover story written by Beyoncé for Essence that detailed her 2010 career break, won her a writing award from the New York Association of Black Journalists. In late 2011, she took the stage at New York's Roseland Ballroom for four nights of special performances: the 4 Intimate Nights with Beyoncé concerts saw the performance of her 4 album to a standing room only.",Beyonce's fourth album debuted in what year?,"{'text': ['2011'], 'answer_start': [51]}"
56ce362aaab44d1400b885bd,New_York_City,"The first non-Native American inhabitant of what would eventually become New York City was Dominican trader Juan Rodriguez (transliterated to Dutch as Jan Rodrigues). Born in Santo Domingo of Portuguese and African descent, he arrived in Manhattan during the winter of 1613–1614, trapping for pelts and trading with the local population as a representative of the Dutch. Broadway, from 159th Street to 218th Street, is named Juan Rodriguez Way in his honor.",What did the Dutch call Juan Rodriguez?,"{'text': ['Jan Rodrigues'], 'answer_start': [151]}"
5733d4364776f419006612f2,Antibiotics,"The first sulfonamide and first commercially available antibacterial, Prontosil, was developed by a research team led by Gerhard Domagk in 1932 at the Bayer Laboratories of the IG Farben conglomerate in Germany. Domagk received the 1939 Nobel Prize for Medicine for his efforts. Prontosil had a relatively broad effect against Gram-positive cocci, but not against enterobacteria. Research was stimulated apace by its success. The discovery and development of this sulfonamide drug opened the era of antibacterials.",What was the first available antibiotic?,"{'text': ['Prontosil'], 'answer_start': [70]}"
